alcatel,Pixi 3 (7),No cellular connectivity,N/A,No,No,"2015, March","Available. Released 2015, June",189 x 111 x 9.1 mm (7.44 x 4.37 x 0.36 in),260 g (9.17 oz),No,TFT capacitive touchscreen,"7.0 inches, 137.9 cm (~65.7% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",No,No,microUSB 2.0,Accelerometer,,,,,,,,"Yellow, Blue, Red, Pink",,,Android 4.4.2 (KitKat),Mediatek MT8127 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-450MP4,"4 GB, 512 MB RAM",2 MP,Yes,About 80 EUR,,,,,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,Non-removable Li-Ion 2820 mAh battery,,,,,,,,,,
alcatel,Pop 10,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2015, January","Available. Released 2015, April",245.2 x 146.4 x 7.9 mm (9.65 x 5.76 x 0.31 in),380 g (13.40 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","9.6 inches, 267.2 cm (~74.4% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~157 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, hotspot","4.1, A2DP, LE","Yes, with A-GPS",FM radio,"microUSB 2.0, USB Host","Accelerometer, proximity",,,,,,,,"White, Dark grey",HSDPA 850 / 900 / 2100 - EMEA,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 5.0.1 (Lollipop),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,"8 GB, 1 GB RAM",5 MP,1080p@30fps,About 250 EUR,,Optional mobile dock with standard QWERTY keyboard and trackpad,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - EMEA",,,,,,,,,,,,,,,,,2 MP,Yes,,,,,,,,,,Non-removable Li-Ion 4600 mAh battery,,,,,,,,"LTE band 1(2100), 2(1900), 4(1700/2100), 5(850), 7(2600), 12(700), 17(700) - US",,
alcatel,Pixi 3 (5),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2015, January","Available. Released 2015, August",141 x 71.5 x 10 mm (5.55 x 2.81 x 0.39 in),-,"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~68.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,,,,,,"Black, White",HSDPA 900 / 2100 - EMEA,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 4.4.2 (KitKat) / Android 5.0 (Lollipop) - 4G model,Mediatek MT6570 (28 nm) (3G model)Qualcomm MSM8909 (4G model),Dual-core 1.3 GHz Cortex-A7 (3G model)Quad-core 1.1 GHz (4G model),Mali-400,"4 GB, 512 MB RAM8 GB, 1 GB RAM (4G model)","5 MP or 8 MP, AF",720p@30fps,About 80 EUR,LED flash,,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - EMEA",,,,,,,,,,,,,,,,,2 MP / VGA,,,,,,,,,,,,,,,,,,,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 7(2600), 28(700) - LATAM",,
alcatel,Pixi 3 (4.5),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2015, January","Available. Released 2015, May",132.2 x 65.1 x 10 mm (5.20 x 2.56 x 0.39 in),125 g (4.41 oz),"Single SIM or Dual SIM (dual stand-by)Mini-SIM (3G model), Micro-SIM (4G model)","TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~64.8% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,,,,,,"Black, White",HSDPA 900 / 2100 - EMEA,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 4.4.2 (KitKat),Mediatek MT6572M (3G model)MT6735M (4G model),Dual-core 1.0 GHz Cortex-A7 (3G model)Quad-core 1.1 GHz Cortex-A53 (4G model),Mali-400Mali-T720MP2,"4 GB, 512 MB RAM4 GB, 1 GB RAM (3G LATAM model)","5 MP or 8 MP, AF","480p@15fps (3G), 720p@30fps (4G)",About 60 EUR,LED flash,,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - EMEA",,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,,,,,,,,,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 7(2600), 28(700) - LATAM",,
alcatel,Pixi 3 (4),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2015, January","Available. Released 2015, March",121.3 x 64.2 x 11.6 mm (4.78 x 2.53 x 0.46 in),110 g (3.88 oz),"Single SIM or Dual SIM (dual stand-by)Mini-SIM (3G model), Micro-SIM (4G model)","TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~58.5% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,Accelerometer,,,,,,,,"Black, White",HSDPA 900 / 2100 - EMEA,"HSPA 21.1/5.76 Mbps, LTE Cat4 150/50 Mbps","Android 4.2.2 (Jelly Bean), upgradable to 5.0 (Lollipop)",Mediatek MT6572M (3G model)Qualcomm MSM8909 (4G model),Dual-core 1.0 GHz Cortex-A7 (3G model)Quad-core 1.1 GHz Cortex-A7 (4G model),Mali-400Adreno 304,"4 GB, 512 MB RAM",2 MP or 5 MP,720p@30fps,About 50 EUR,LED flash,,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - EMEA",,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,,,,,,,,,"LTE band 1(2100), 2(1900), 4(1700/2100), 7(2600), 28(700) - LATAM",,
alcatel,Pixi 3 (3.5) Firefox,GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2015, January","Available. Released 2015, May",112.2 x 62 x 11.9 mm (4.42 x 2.44 x 0.47 in),98 g (3.46 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~52.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot",3.0,"Yes, with A-GPS (optional)",FM radio,microUSB 2.0,Accelerometer,,,,,,,MP3/AAC+/WAV player  MP4/H.264 player  Document viewer,Black,HSDPA 900 / 2100 - EMEA,HSPA 21.1/5.76 Mbps,Firefox 2.0,Mediatek MT6572M (28 nm),Dual-core 1.0 GHz Cortex-A7,Mali-400,"512 MB, 256/512 MB RAM",2 MP,Yes,About 40 EUR,LED flash (optional),,,,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,,,Up to 40 h,,,,,,HSDPA 850 / 1900 / 2100 - LATAM,,
alcatel,Pixi 3 (3.5),GSM / HSPA,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2015, January","Available. Released 2015, February",112.2 x 62 x 11.9 mm (4.42 x 2.44 x 0.47 in),100 g (3.53 oz),"Single SIM (Mini-SIM) or Dual SIM (Mini-SIM, dual stand-by)","TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~52.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS (optional)",FM radio,microUSB 2.0,Accelerometer,,,,,,,,"Black, White",HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,Android 4.4.2 (KitKat),Mediatek MT6572M (28 nm),Dual-core 1.0 GHz Cortex-A7,Mali-400,"4 GB, 512 MB RAM",2 MP,480p@15fps,,LED flash (optional),,,,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,,,Up to 40 h,,,,,,HSDPA 850 / 1900 / 2100,,
alcatel,Pop D3,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, August","Available. Released 2014, September",121.6 x 64.4 x 12.1 mm (4.79 x 2.54 x 0.48 in),114 g (4.02 oz),Micro-SIM,"TFT capacitive touchscreen, 256K colors","4.0 inches, 45.5 cm (~58.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",,,,,,,,"Midnight Blue, Dark Chocolate, Dark Aubergine, White, Red, Yellow, Orange, Green, Purple",HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,Android 4.4.2 (KitKat),,Dual-core 1.3 GHz,,"4 GB, 512 MB RAM",5 MP,720p,About 130 EUR,"LED flash, HDR",,,,,,,,,,Yes,,,,,,,,,VGA,,,,,,,,,,,Removable Li-Ion 1400 mAh battery,,Up to 13 h,,,,,,,Up to 9 h (2G) / Up to 6 h (3G),Up to 400 h (2G) / Up to 350 h (3G)
alcatel,Pop D1,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, August","Available. Released 2014, September",112.2 x 62 x 12 mm (4.42 x 2.44 x 0.47 in),101 g (3.56 oz),Mini-SIM,"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~52.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",,,,,,,,"Midnight Blue, Dark Chocolate, Dark Aubergine, White, Red, Yellow, Orange, Green, Purple",HSDPA 900 / 2100,HSPA 21.1/5.76 Mbps,Android 4.4.2 (KitKat),,Dual-core 1.0 GHz,,"4 GB, 512 MB RAM",2 MP,Yes,About 80 EUR,HDR,,,,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,Removable Li-Ion 1300 mAh battery,,Up to 20 h,,,,,,,Up to 6 h 40 min (2G) / Up to 2 h 40 min (3G),Up to 433 h (2G) / Up to 325 h (3G)
alcatel,Pop Icon,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, September","Available. Released 2014, October",141 x 72.1 x 9.9 mm (5.55 x 2.84 x 0.39 in),149 g (5.26 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~67.8% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,Black,HSDPA 850 / 1700 / 1900 / 2100,HSPA 21.1/5.76 Mbps,Android 4.4.2 (KitKat),,Quad-core 1.2 GHz,,"4 GB, 1 GB RAM","5 MP, AF",720p@30fps,About 120 EUR,LED flash,,,,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,Removable Li-Ion 2000 mAh battery,,Up to 20 h,,,,,,,Up to 13 h (2G) / Up to 8 h (3G),Up to 800 h (2G) / Up to 667 h (3G)
alcatel,Fire C 2G,GSM,GSM 900 / 1800 - SIM 1 & SIM 2,Yes,Yes,"2014, October","Available. Released 2014, October",112.2 x 62 x 12 mm (4.42 x 2.44 x 0.47 in),93 g (3.28 oz),Dual SIM (dual stand-by),"TFT capacitive touchscreen, 256K colors","3.5 inches, 36.5 cm (~52.4% screen-to-body ratio)","320 x 480 pixels, 3:2 ratio (~165 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,Wi-Fi 802.11 b/g/n,"2.1, A2DP",No,FM radio,microUSB 2.0,Accelerometer,,,,,,,MP3/AAC/WAV player  MP4/H.263 player  Photo viewer,"Bluish Black, Dark Chocolate",,,Firefox OS 1.3,Spreadtrum 6821,1.0 GHz,,"256 MB ROM, 128 MB RAM",1.3 MP,320p,About 30 EUR,,,,,,,,,,,,,,,,,,,,"VGA, optional/operator dependent",,,,,,,,,,,Removable Li-Ion 1000 mAh battery,,,,,,,,,Up to 7 h,Up to 160 h
alcatel,Pop 2 (5) Premium,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, September","Available. Released 2015, May",141 x 71.5 x 8.9 mm (5.55 x 2.81 x 0.35 in),151 g (5.33 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~68.4% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity/ compass (7044Y)",,,,,,,,"White, Volcano Black, Full White",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 5.0 (Lollipop),,Quad-core 1.2 GHz,,"8 GB, 1 GB RAM","8 MP, AF",1080p@30fps,,"LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - 7044Y",,,,,,,,Yes (7044Y),,,,,,,,,2 MP,,,,,,,,,,,Removable Li-Ion 2500 mAh battery,,,,,,,,"LTE band 1(2100), 2(1900), 4(1700/2100), 7(2600), 28(700) - 7044A",Up to 12 h (2G) / Up to 18 h (3G),Up to 480 h (2G) / Up to 480 h (3G)
alcatel,Pop 2 (5),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - SIM 1 & SIM 2 (dual-SIM model only),Yes,Yes,"2014, September","Available. Released 2015, May",141 x 71.5 x 9.7 mm (5.55 x 2.81 x 0.38 in),170 g (6.00 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~68.3% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~196 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",,,,,,,,"Black/White, Platinum Silver, Ash Gray, Volcano Black Full White, White/Platinum Silver, Cozy Red, Lemon Yellow, Aqua Blue, Jade Green, Lavender",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 5.0 (Lollipop),,Quad-core 1.2 GHz,,"8 GB, 1 GB RAM","5 MP, AF",1080p@30fps,,"LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - 7043Y, 7043K",,,,,,,,Yes (7043Y / 7043K),,,,,,,,,VGA,,,,,,,,,,,Removable Li-Ion 2500 mAh battery,,,,,,,,"LTE band 1(2100), 2(1900), 4(1700/2100), 7(2600), 28(700) - 7043A, 7043E",Up to 8 h 20 min,Up to 500 h (2G) / Up to 500 h (3G)
alcatel,Pop 2 (4),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, September","Available. Released 2015, May",121.5 x 64.4 x 12.4 mm (4.78 x 2.54 x 0.49 in),125 g (4.41 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~58.2% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, proximity, compass",,,,,,,,"Full White, Black/White, Ash Gray, Volcano BlackWhite/Cozy Red, Lemon Yellow/ Aqua Blue",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Android 5.0 (Lollipop),,Quad-core 1.2 GHz,,"4 GB, 512 MB RAM",3.15 MP,720p@30fps,,"LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800)",,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,Removable Li-Ion 2000 mAh battery,,,,,,,,,Up to 6 h (2G) / Up to 5 h (3G),Up to 250 h (2G) / Up to 200 h (3G)
alcatel,Pop 2 (4.5) Dual SIM,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - 5042D, 5042E (SIM 1, SIM 2)",Yes,Yes,"2014, September","Available. Released 2014, December",132.5 x 65.4 x 9.9 mm (5.22 x 2.57 x 0.39 in),147 g (5.19 oz),"Dual SIM (Micro-SIM, dual stand-by)","TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~64.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, gyro, proximity, compass",,,,,,,,"Lemon Yellow, Lavender, Jade Green, Cozy Red, Aqua Blue, White, Platinum Silver, Ash Gray, Volcano Black","HSDPA 850 / 900 / 1900 / 2100 - 5042D, 5042E","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 4.4 (KitKat),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,"8 GB (5 GB user available), 1 GB RAM","5 MP, AF",1080p@30fps,About 180 EUR,"LED flash, HDR, panorama",,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - 5042D",,,,,,,,,,,,,,,,,VGA,,,,,Active noise cancellation with dedicated mic,,,,,,Removable Li-Ion 2000 mAh battery,,,,,,,,"LTE band 1(2100), 2(1900), 4(1700/2100), 7(2600), 28(700) - 5042E",Up to 8 h (2G) / Up to 12 h (3G),Up to 400 h (2G) / Up to 400 h (3G)
alcatel,Pop 2 (4.5),GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900 - all models,Yes,Yes,"2014, September","Available. Released 2014, December",132.5 x 65.4 x 10 mm (5.22 x 2.57 x 0.39 in),147 g (5.19 oz),Micro-SIM,"TFT capacitive touchscreen, 16M colors","4.5 inches, 55.8 cm (~64.4% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, gyro, proximity, compass",,,,,,,,"Lemon Yellow, Lavender, Jade Green, Cozy Red, Aqua Blue, White, Platinum Silver, Ash Gray, Volcano Black","HSDPA 850 / 900 / 1900 / 2100 - 5042A, 5042X, 5042W, 5042G","HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 4.4.2 (KitKat),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,"8 GB (5 GB user available), 1 GB RAM","5 MP, AF",1080p@30fps,About 130 EUR,"LED flash, HDR, panorama",,"LTE band 1(2100), 2(1900), 4(1700/2100), 5(850), 7(2600) - 5042A",,,,,,,,,,,,,,,,,VGA,,,,,Active noise cancellation with dedicated mic,,,,,,Removable Li-Ion 2000 mAh battery,,,,,,,,"LTE band 1(2100), 3(1800), 19(800) - 5042F",Up to 8 h (2G) / Up to 12 h (3G),Up to 400 h (2G) / Up to 400 h (3G)
alcatel,Fierce 2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, August","Available. Released 2014, September",141 x 71.9 x 9.9 mm (5.55 x 2.83 x 0.39 in),149.1 g (5.26 oz),Micro-SIM,"Capacitive touchscreen, 16M colors","5.0 inches, 68.9 cm (~68.0% screen-to-body ratio)","540 x 960 pixels, 16:9 ratio (~220 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS",FM radio,microUSB 2.0,"Accelerometer, proximity",,,,,,,,Black,HSDPA 850 / 1700 / 1900 / 2100,HSPA,Android 4.4.2 (KitKat),,Quad-core 1.2 GHz,,"4 GB, 1 GB RAM","5 MP, AF",720p@30fps,About 90 EUR,LED flash,,,,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,Removable Li-Ion 2000 mAh battery,,,,,,,,,Up to 6 h (3G),Up to 336 h (3G)
alcatel,Evolve 2,GSM / HSPA,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, October","Available. Released 2014, October",121.6 x 64.5 x 11.7 mm (4.79 x 2.54 x 0.46 in),121.1 g (4.27 oz),Micro-SIM,"Capacitive touchscreen, 16M colors","4.0 inches, 45.5 cm (~58.1% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~233 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 b/g/n, hotspot","4.0, A2DP","Yes, with A-GPS","FM radio, RDS",microUSB 2.0,"Accelerometer, proximity",,,,,,,,Black,HSDPA 850 / 1700 / 1900 / 2100,HSPA,Android 4.4.2 (KitKat),,Dual-core 1.3 GHz,,"4 GB, 512 MB RAM",5 MP,720p@30fps,About 60 EUR,LED flash,,,,,,,,,,,,,,,,,,,VGA,,,,,,,,,,,Removable Li-Ion 1400 mAh battery,,,,,,,,,Up to 6 h (3G),Up to 336 h (3G)
alcatel,Pop 8S,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, September","Available. Released 2014, December",209 x 128 x 7.2 mm (8.23 x 5.04 x 0.28 in),327 g (11.53 oz),Micro-SIM,IPS LCD capacitive touchscreen,"8.0 inches, 185.6 cm (~69.4% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~189 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,Wi-Fi 802.11 b/g/n,"4.0, A2DP",Yes,No,microUSB 2.0,Accelerometer,,,,,,,,"White, Black/ color back panels",HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/5.76 Mbps, LTE Cat4 150/50 Mbps",Android 4.4.2 (KitKat),Qualcomm MSM8916 Snapdragon 410 (28 nm),Quad-core 1.2 GHz Cortex-A53,Adreno 306,"8 GB, 1 GB RAM","5 MP, AF",Yes,About 250 EUR,,,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800)",,,,,,,,,,,,,,,,,3 MP,Yes,,,,,,,,,,Non-removable Li-Ion 4100 mAh battery,,,,,,,,,,
alcatel,Hero 8,GSM / HSPA / LTE,GSM 850 / 900 / 1800 / 1900,Yes,Yes,"2014, September","Available. Released 2014, December",209 x 122 x 7.3 mm (8.23 x 4.80 x 0.29 in),310 g (10.93 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","8.0 inches, 185.6 cm (~72.8% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, gyro, proximity, compass",,,,,,,,Dark Gray,HSDPA 850 / 900 / 1900 / 2100,"HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Android 4.4.2 (KitKat),Mediatek MT8392 (28 nm),Octa-core 2.0 GHz Cortex-A7,Mali-450MP4,"8/16/32 GB, 2 GB RAM","5 MP, AF",1080p@30fps,About 280 EUR,LED flash,Stylus,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800)",,"Asahi Dragontrail Glass, oleophobic coating",,,,,1080p@30fps,Yes,,,,,,,,,2 MP,Yes,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 4060 mAh battery,,,,,,,,,,
alcatel,Hero 2,GSM / HSPA / LTE,"GSM 850 / 900 / 1800 / 1900 - 8030B, 8030Y",Yes,Yes,"2014, September","Available. Released 2014, September",160.5 x 81.6 x 7.9 mm (6.32 x 3.21 x 0.31 in),175 g (6.17 oz),Micro-SIM,"IPS LCD capacitive touchscreen, 16M colors","6.0 inches, 99.2 cm (~75.8% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~367 ppi density)",,"microSD, up to 32 GB (dedicated slot)",,,Yes,,Yes,"Wi-Fi 802.11 a/b/g/n, dual-band, Wi-Fi Direct, DLNA, hotspot","4.0, A2DP","Yes, with A-GPS, GLONASS","Stereo FM radio, RDS",microUSB 2.0,"Accelerometer, gyro, proximity, compass",,,,,,,,Dark Gray,"HSDPA 850 / 900 / 1900 / 2100 - 8030B, 8030Y","HSPA 42.2/11.5 Mbps, LTE Cat4 150/50 Mbps",Android 4.4.2 (KitKat),Mediatek MT8392 (28 nm),Octa-core 2.0 GHz Cortex-A7,Mali-450MP4,"16 GB (12.9 GB user available), 2 GB RAM","13.1 MP, OIS, AF",1080p@30fps,About 460 EUR,"LED flash, HDR, panorama",Stylus,"LTE band 1(2100), 2(1900), 3(1800), 4(1700/2100), 7(2600), 28(700) - 8030B",,"Asahi Dragontrail Glass, oleophobic coating",,,,,1080p@30fps,Yes,,,,,,,,,5 MP,Yes,,,,Active noise cancellation with dedicated mic,,,,,,Non-removable Li-Ion 3100 mAh battery,,,,,,,,"LTE band 1(2100), 3(1800), 7(2600), 8(900), 20(800) - 8030Y",Up to 15 h 30 min (2G) / Up to 10 h (3G),Up to 500 h (2G) / Up to 380 h (3G)
